,_id,_season,_week,_season_type,_start_date,_start_time_tbd,_neutral_site,_conference_game,_attendance,_venue_id,_venue,_home_id,_home_team,_home_conference,_home_points,_home_line_scores,_home_post_win_prob,_away_id,_away_team,_away_conference,_away_points,_away_line_scores,_away_post_win_prob,_excitement_index,discriminator
210,322590099,2012,3,regular,2012-09-15T20:00:00.000Z,,False,False,92177,3958.0,Tiger Stadium,99,LSU,SEC,63,"[14, 14, 21, 14]",0.9997044229752928,70,Idaho,Western Athletic,14,"[0, 14, 0, 0]",0.00029557702470717206,3.28696407061671,
211,322590145,2012,3,regular,2012-09-15T21:26:00.000Z,,False,False,61797,3974.0,Vaught-Hemingway Stadium,145,Ole Miss,SEC,31,"[0, 10, 14, 7]",0.6281958654884096,251,Texas,Big 12,66,"[10, 21, 21, 14]",0.37180413451159045,2.95835970487226,
212,322590254,2012,3,regular,2012-09-15T22:15:00.000Z,,False,False,45653,587.0,Rice-Eccles Stadium,254,Utah,Pac-12,24,"[7, 0, 17, 0]",0.7104451746872771,252,BYU,FBS Independents,21,"[0, 7, 0, 14]",0.2895548253127229,5.23202864526873,
213,322590012,2012,3,regular,2012-09-15T22:30:00.000Z,,False,False,43919,3619.0,Arizona Stadium,12,Arizona,Pac-12,56,"[7, 21, 14, 14]",0.9999628740884521,2569,South Carolina State,,0,"[0, 0, 0, 0]",3.7125911547919443e-05,1.511916421827,
214,322590026,2012,3,regular,2012-09-15T22:30:00.000Z,,False,False,53723,1056.0,Rose Bowl,26,UCLA,Pac-12,37,"[14, 3, 13, 7]",0.9997066263971724,248,Houston,Conference USA,6,"[0, 0, 0, 6]",0.0002933736028275513,4.36172863431836,
215,322590062,2012,3,regular,2012-09-16T00:00:00.000Z,,False,False,31442,3610.0,Aloha Stadium,62,Hawai'i,Mountain West,54,"[7, 21, 13, 13]",0.9998245219577403,2320,Lamar,,2,"[0, 0, 0, 2]",0.00017547804225970243,1.82609135356768,
216,322632084,2012,4,regular,2012-09-19T19:00:00.000Z,,False,True,14373,3965.0,UB Stadium,2084,Buffalo,Mid-American,7,"[0, 7, 0, 0]",0.13629235478596224,2309,Kent State,Mid-American,23,"[0, 10, 3, 10]",0.8637076452140378,5.45423394732851,
217,322640068,2012,4,regular,2012-09-20T21:00:00.000Z,,False,False,36864,3653.0,Albertsons Stadium,68,Boise State,Mountain West,7,"[0, 0, 7, 0]",0.9524181571633596,252,BYU,FBS Independents,6,"[0, 0, 0, 6]",0.04758184283664035,5.09362376672414,
218,322652433,2012,4,regular,2012-09-21T20:00:00.000Z,,False,False,31175,3817.0,Malone Stadium,2433,Louisiana Monroe,Sun Belt,42,"[14, 7, 7, 14]",0.9106572910771156,239,Baylor,Big 12,47,"[0, 24, 10, 13]",0.08934270892288443,6.62810941019895,
219,322660057,2012,4,regular,2012-09-22T12:00:00.000Z,,False,True,87102,3634.0,Ben Hill Griffin Stadium,57,Florida,SEC,38,"[3, 21, 7, 7]",0.9997869160172587,96,Kentucky,SEC,0,"[0, 0, 0, 0]",0.00021308398274133555,2.78945596513399,
220,322660194,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,105019,3861.0,Ohio Stadium,194,Ohio State,Big Ten,29,"[0, 21, 0, 8]",0.9158061719581383,5,UAB,Conference USA,15,"[6, 6, 0, 3]",0.0841938280418617,5.54515044949824,
221,322662655,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,28913,3493.0,Mercedes-Benz Superdome,2655,Tulane,Conference USA,0,"[0, 0, 0, 0]",,145,Ole Miss,SEC,39,"[26, 0, 10, 3]",,,
222,322662628,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,46330,3616.0,Amon G. Carter Stadium,2628,TCU,Big 12,27,"[7, 7, 6, 7]",0.9450269565816627,258,Virginia,ACC,7,"[0, 0, 0, 7]",0.05497304341833731,2.05874411033693,
223,322660259,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,65632,3799.0,Lane Stadium,259,Virginia Tech,ACC,37,"[0, 21, 6, 10]",0.9845533122930709,189,Bowling Green,Mid-American,0,"[0, 0, 0, 0]",0.01544668770692914,5.82559503819486,
224,322660277,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,58504,3842.0,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,31,"[14, 10, 0, 7]",0.6581188913116907,120,Maryland,ACC,21,"[7, 7, 0, 7]",0.34188110868830934,4.06234870147403,
225,322660193,2012,4,regular,2012-09-22T12:00:00.000Z,,False,True,15159,3996.0,Yager Stadium,193,Miami (OH),Mid-American,27,"[0, 14, 7, 6]",0.47680645813181477,113,UMass,Mid-American,16,"[0, 3, 7, 6]",0.5231935418681852,3.56593792520776,
226,322662294,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,70585,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,31,"[14, 0, 7, 10]",0.9208838076498173,2117,Central Michigan,Mid-American,32,"[10, 13, 0, 9]",0.07911619235018275,6.47784820018732,
227,322660275,2012,4,regular,2012-09-22T12:00:00.000Z,,False,False,79806,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,37,"[2, 21, 0, 14]",0.9487186103437487,2638,UTEP,Conference USA,26,"[6, 3, 7, 10]",0.051281389656251286,4.34078496087749,
228,322660154,2012,4,regular,2012-09-22T12:30:00.000Z,,False,False,30207,3630.0,BB&T Field,154,Wake Forest,ACC,49,"[14, 7, 21, 7]",0.8011597599727611,349,Army,FBS Independents,37,"[13, 10, 14, 0]",0.19884024002723888,4.60917793012271,
229,322660195,2012,4,regular,2012-09-22T14:00:00.000Z,,False,False,23673,3876.0,Peden Stadium,195,Ohio,Mid-American,44,"[24, 10, 10, 0]",0.9805900156423129,2450,Norfolk State,,10,"[0, 0, 0, 10]",0.01940998435768715,1.01690576062899,
230,322662636,2012,4,regular,2012-09-22T14:00:00.000Z,,False,False,25742,3604.0,Alamodome,2636,UT San Antonio,Western Athletic,56,"[21, 21, 7, 7]",0.9999785662134216,2823,Northwestern Oklahoma State,,3,"[0, 3, 0, 0]",2.1433786578373137e-05,1.49388547203473,
231,322662711,2012,4,regular,2012-09-22T14:34:00.000Z,,False,False,10328,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,30,"[3, 14, 7, 6]",0.6001082468789409,41,Connecticut,Big East,24,"[0, 7, 7, 10]",0.39989175312105907,4.38554343537905,
232,322660059,2012,4,regular,2012-09-22T15:00:00.000Z,,False,True,50390,721.0,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,36,"[0, 22, 14, 0, 0]",0.31867457046944464,2390,Miami,ACC,42,"[19, 0, 3, 14, 6]",0.6813254295305553,6.80768699604377,
233,322662459,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,18374,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,30,"[6, 7, 0, 17]",0.6261548395315614,2305,Kansas,Big 12,23,"[3, 7, 7, 6]",0.37384516046843863,7.55653630216795,
234,322660127,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,74204,3936.0,Spartan Stadium,127,Michigan State,Big Ten,23,"[0, 3, 6, 14]",0.9983379896464896,2199,Eastern Michigan,Mid-American,7,"[0, 7, 0, 0]",0.0016620103535104347,5.36064682632658,
235,322660077,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,28641,3911.0,Ryan Field,77,Northwestern,Big Ten,38,"[14, 14, 7, 3]",0.9970829301750845,233,South Dakota,,7,"[0, 0, 7, 0]",0.0029170698249154636,1.752131576865,
236,322660213,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,93680,3632.0,Beaver Stadium,213,Penn State,Big Ten,24,"[7, 7, 7, 3]",0.9786715659315327,218,Temple,Big East,13,"[0, 3, 3, 7]",0.021328434068467295,4.60562153449733,
237,322660221,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,36452,3752.0,Heinz Field,221,Pittsburgh,Big East,55,"[7, 20, 14, 14]",0.9999704193922296,2241,Gardner-Webb,,10,"[3, 7, 0, 0]",2.9580607770363088e-05,2.41246138928255,
238,322660242,2012,4,regular,2012-09-22T15:30:00.000Z,,False,True,14204,3895.0,Rice Stadium,242,Rice,Conference USA,51,"[7, 7, 14, 13, 7, 3]",0.5957098858488603,276,Marshall,Conference USA,54,"[14, 7, 14, 6, 7, 6]",0.4042901141511397,9.0712544191139,
239,322660153,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,59500,3787.0,Kenan Memorial Stadium,153,North Carolina,ACC,27,"[7, 3, 14, 3]",0.9445410203093846,151,East Carolina,Conference USA,6,"[0, 6, 0, 0]",0.05545897969061542,3.00896820114355,
240,322662426,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,35671,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,41,"[3, 10, 7, 21]",0.9997014255639418,2678,VMI,,3,"[3, 0, 0, 0]",0.00029857443605818546,3.5822557876761,
241,322660158,2012,4,regular,2012-09-22T15:30:00.000Z,,False,False,84923,3834.0,Memorial Stadium,158,Nebraska,Big Ten,73,"[35, 10, 21, 7]",0.9998426580317095,304,Idaho State,,7,"[0, 0, 0, 7]",0.00015734196829053637,1.35725908915115,
242,322660026,2012,4,regular,2012-09-22T15:30:00.000Z,,False,True,54636,1056.0,Rose Bowl,26,UCLA,Pac-12,20,"[0, 10, 0, 10]",0.42882510968971377,204,Oregon State,Pac-12,27,"[3, 14, 7, 3]",0.5711748903102862,6.92966453061503,
243,322662579,2012,4,regular,2012-09-22T15:30:00.000Z,,False,True,80836,3994.0,Williams-Brice Stadium,2579,South Carolina,SEC,31,"[0, 21, 7, 3]",0.9696132287528999,142,Missouri,SEC,10,"[0, 3, 0, 7]",0.030386771247100097,3.32481232297886,
244,322660265,2012,4,regular,2012-09-22T16:00:00.000Z,,False,True,31668,3820.0,Martin Stadium,265,Washington State,Pac-12,34,"[7, 14, 7, 6]",0.553945418022574,38,Colorado,Pac-12,35,"[7, 0, 7, 21]",0.446054581977426,6.65763884147188,
245,322662050,2012,4,regular,2012-09-22T16:30:00.000Z,,False,False,16397,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,31,"[3, 7, 14, 7]",0.7931019788841325,58,South Florida,Big East,27,"[3, 6, 10, 8]",0.20689802111586753,6.26281390324224,
246,322660070,2012,4,regular,2012-09-22T17:00:00.000Z,,False,False,13558,3791.0,Kibbie Dome,70,Idaho,Western Athletic,37,"[6, 14, 7, 7, 3]",0.8978268187207008,2751,Wyoming,Mountain West,40,"[14, 0, 6, 14, 6]",0.1021731812792992,6.1996181107506,
247,322660333,2012,4,regular,2012-09-22T17:00:00.000Z,,False,False,101821,3657.0,Bryant Denny Stadium,333,Alabama,SEC,40,"[14, 16, 3, 7]",0.9999272880079155,2226,Florida Atlantic,Sun Belt,7,"[0, 0, 0, 7]",7.271199208447321e-05,1.36682677123061,
248,322660030,2012,4,regular,2012-09-22T18:00:00.000Z,,False,True,83421,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-12,27,"[7, 10, 0, 10]",0.7718167617760884,25,California,Pac-12,9,"[0, 3, 6, 0]",0.22818323822391162,3.80573095618749,
249,322660152,2012,4,regular,2012-09-22T18:00:00.000Z,,False,False,55145,3670.0,Carter-Finley Stadium,152,NC State,ACC,52,"[21, 21, 0, 10]",0.9982479252023996,2643,The Citadel,,14,"[7, 0, 7, 0]",0.0017520747976004225,1.35002724632708,
250,322660150,2012,4,regular,2012-09-22T18:00:00.000Z,,False,False,23658,3982.0,Wallace Wade Stadium,150,Duke,ACC,38,"[0, 17, 7, 14]",0.9984650423043582,235,Memphis,Conference USA,14,"[0, 14, 0, 0]",0.0015349576956418254,5.66068795573907,
251,322662649,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,19023,3739.0,Glass Bowl,2649,Toledo,Mid-American,38,"[10, 7, 14, 7]",0.7545865409165524,324,Coastal Carolina,,28,"[7, 7, 7, 7]",0.24541345908344758,6.0735293097012,
252,322662229,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,12318,218.0,FIU Stadium,2229,Florida International,Sun Belt,21,"[7, 7, 0, 7]",0.51621912155255,97,Louisville,Big East,28,"[7, 7, 7, 7]",0.48378087844745,5.38904997055291,
253,322660344,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,55186,3693.0,Davis Wade Stadium,344,Mississippi State,SEC,30,"[0, 20, 7, 3]",0.7223692832808265,6,South Alabama,Sun Belt,10,"[0, 0, 3, 7]",0.2776307167191735,2.79561067550433,
254,322660008,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,72543,3887.0,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,26,"[10, 0, 3, 13]",0.32349764458969366,164,Rutgers,Big East,35,"[0, 14, 14, 7]",0.6765023554103063,5.6480096024853,
255,322660002,2012,4,regular,2012-09-22T19:00:00.000Z,,False,True,86721,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,10,"[7, 3, 0, 0]",0.21228568414782684,99,LSU,SEC,12,"[9, 0, 3, 0]",0.7877143158521731,7.46274598248628,
256,322660326,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,17188,3644.0,Jim Wacker Field at Bobcat Stadium,326,Texas State,Western Athletic,41,"[17, 10, 14, 0]",0.8820835953618841,2617,Stephen F. Austin,,37,"[10, 7, 14, 6]",0.11791640463811592,3.03678904236202,
257,322662032,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,21559,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,56,"[14, 28, 7, 7]",0.9999852260257168,2016,Alcorn State,,0,"[0, 0, 0, 0]",1.4773974283177616e-05,1.61445563988938,
258,322660098,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,23252,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Sun Belt,42,"[14, 7, 21, 0]",0.9987750838414783,2572,Southern Mississippi,Conference USA,17,"[0, 3, 7, 7]",0.001224916158521716,1.87655450066776,
259,322660245,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,86775,3795.0,Kyle Field,245,Texas A&M,SEC,70,"[14, 35, 7, 14]",0.9989653304695315,2569,South Carolina State,,14,"[7, 0, 0, 7]",0.0010346695304684905,3.49657986258131,
260,322660249,2012,4,regular,2012-09-22T19:00:00.000Z,,False,True,21823,3825.0,Apogee Stadium,249,North Texas,Sun Belt,7,"[7, 0, 0, 0]",0.7400146742668161,2653,Troy,Sun Belt,14,"[0, 7, 7, 0]",0.2599853257331839,5.24301163931488,
261,322660036,2012,4,regular,2012-09-22T19:00:00.000Z,,False,False,23374,3761.0,Sonny Lubick Field at Hughes Stadium,36,Colorado State,Mountain West,19,"[0, 0, 6, 13]",0.4259494245096288,328,Utah State,Western Athletic,31,"[10, 7, 7, 7]",0.5740505754903712,2.37412483209068,
262,322660087,2012,4,regular,2012-09-22T19:30:00.000Z,,False,False,80795,3855.0,Notre Dame Stadium,87,Notre Dame,FBS Independents,13,"[0, 10, 0, 3]",0.48842036730640653,130,Michigan,Big Ten,6,"[0, 0, 0, 6]",0.5115796326935935,4.00833036400199,
263,322662633,2012,4,regular,2012-09-22T19:30:00.000Z,,False,False,81719,3853.0,Neyland Stadium,2633,Tennessee,SEC,47,"[10, 13, 7, 17]",0.989447424518468,2006,Akron,Mid-American,26,"[10, 13, 0, 3]",0.01055257548153199,5.51013851378448,
264,322660061,2012,4,regular,2012-09-22T19:45:00.000Z,,False,True,92746,3917.0,Sanford Stadium,61,Georgia,SEC,48,"[13, 14, 21, 0]",0.9223740106171137,238,Vanderbilt,SEC,3,"[0, 3, 0, 0]",0.07762598938288634,1.45055342533172,
265,322660201,2012,4,regular,2012-09-22T19:50:00.000Z,,False,True,85276,3835.0,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,19,"[3, 3, 7, 6]",0.5273628456015679,2306,Kansas State,Big 12,24,"[0, 10, 0, 14]",0.4726371543984321,5.70319046063255,
266,322660166,2012,4,regular,2012-09-22T20:00:00.000Z,,False,False,25211,3601.0,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,14,"[0, 7, 0, 7]",0.8464653591135498,167,New Mexico,Mountain West,27,"[3, 10, 7, 7]",0.1535346408864502,4.98698168636931,
267,322660052,2012,4,regular,2012-09-22T20:00:00.000Z,,False,True,83231,3697.0,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,49,"[7, 7, 21, 14]",0.9983369641869473,228,Clemson,ACC,37,"[14, 7, 10, 6]",0.0016630358130527156,6.53842935442293,
268,322660202,2012,4,regular,2012-09-22T20:00:00.000Z,,False,False,24236,3674.0,Skelly Field at H. A. Chapman Stadium,202,Tulsa,Conference USA,27,"[7, 10, 10, 0]",0.2961974382691095,278,Fresno State,Mountain West,26,"[20, 0, 6, 0]",0.7038025617308905,8.30426271209921,
269,322660135,2012,4,regular,2012-09-22T20:00:00.000Z,,False,False,50805,3953.0,TCF Bank Stadium,135,Minnesota,Big Ten,17,"[7, 0, 7, 3]",0.7285081582170768,183,Syracuse,Big East,10,"[3, 0, 0, 7]",0.2714918417829232,4.09664775225444,
270,322660021,2012,4,regular,2012-09-22T20:00:00.000Z,,False,False,24103,3932.0,Qualcomm Stadium,21,San Diego State,Mountain West,34,"[0, 17, 7, 10]",0.8764974154779078,23,San José State,Western Athletic,38,"[3, 14, 0, 21]",0.12350258452209217,6.88930040981202,
271,322660356,2012,4,regular,2012-09-22T20:00:00.000Z,,False,False,46539,3832.0,Memorial Stadium,356,Illinois,Big Ten,24,"[7, 10, 0, 7]",0.7021027755940202,2348,Louisiana Tech,Western Athletic,52,"[21, 0, 24, 7]",0.29789722440597977,4.78682995700344,
272,322662439,2012,4,regular,2012-09-22T22:00:00.000Z,,False,True,14054,3914.0,Sam Boyd Stadium,2439,UNLV,Mountain West,38,"[7, 10, 14, 7]",0.7491945268200926,2005,Air Force,Mountain West,35,"[14, 14, 0, 7]",0.2508054731799074,6.88228105191292,
273,322660009,2012,4,regular,2012-09-22T22:00:00.000Z,,False,True,58107,3947.0,Sun Devil Stadium,9,Arizona State,Pac-12,37,"[21, 10, 3, 3]",0.9997701534732053,254,Utah,Pac-12,7,"[0, 7, 0, 0]",0.00022984652679469697,3.78695611059603,
274,322660062,2012,4,regular,2012-09-22T22:30:00.000Z,,False,True,31417,3610.0,Aloha Stadium,62,Hawai'i,Mountain West,24,"[3, 14, 0, 7]",0.5814273421110346,2440,Nevada,Mountain West,69,"[14, 20, 21, 14]",0.41857265788896536,4.89734087677082,
275,322662483,2012,4,regular,2012-09-22T22:30:00.000Z,,False,True,58334,3626.0,Autzen Stadium,2483,Oregon,Pac-12,49,"[7, 6, 15, 21]",0.96845241344846,12,Arizona,Pac-12,0,"[0, 0, 0, 0]",0.03154758655154,4.38696160014932,
276,322710264,2012,5,regular,2012-09-27T21:00:00.000Z,,False,True,55941,,,264,Washington,Pac-12,17,"[3, 0, 7, 7]",0.3520372336235168,24,Stanford,Pac-12,13,"[3, 3, 7, 0]",0.6479627663764832,7.88223509844064,
277,322720252,2012,5,regular,2012-09-28T20:00:00.000Z,,False,False,62022,3801.0,LaVell Edwards Stadium,252,BYU,FBS Independents,47,"[7, 13, 20, 7]",0.9998885452120134,62,Hawai'i,Mountain West,0,"[0, 0, 0, 0]",0.00011145478798657571,1.44416564502899,
278,322730059,2012,5,regular,2012-09-29T12:00:00.000Z,,False,False,39270,721.0,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,28,"[7, 14, 0, 7]",0.8985030894455469,2393,Middle Tennessee,Sun Belt,49,"[7, 14, 14, 14]",0.10149691055445309,5.30053232576422,
279,322730041,2012,5,regular,2012-09-29T12:00:00.000Z,,False,False,34666,3892.0,Rentschler Field,41,Connecticut,Big East,24,"[3, 14, 7, 0]",0.9522643723129159,2084,Buffalo,Mid-American,17,"[7, 0, 7, 3]",0.04773562768708406,3.52496356055808,
280,322732390,2012,5,regular,2012-09-29T12:00:00.000Z,,False,True,38510,3948.0,Hard Rock Stadium,2390,Miami,ACC,44,"[23, 0, 7, 14]",0.4324874601901105,152,NC State,ACC,37,"[7, 7, 7, 16]",0.5675125398098895,6.02198497778502,
281,322732309,2012,5,regular,2012-09-29T12:00:00.000Z,,False,True,21657,3696.0,Dix Stadium,2309,Kent State,Mid-American,45,"[0, 21, 14, 10]",0.8959884374880958,2050,Ball State,Mid-American,43,"[0, 13, 13, 17]",0.10401156251190424,5.38565632145418,
282,322732294,2012,5,regular,2012-09-29T12:00:00.000Z,,False,True,70585,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,31,"[3, 21, 0, 7]",0.9972276074368362,135,Minnesota,Big Ten,13,"[0, 0, 7, 6]",0.0027723925631637503,2.49566374778404,
283,322730277,2012,5,regular,2012-09-29T12:00:00.000Z,,False,True,60012,3842.0,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,70,"[14, 21, 21, 14]",0.9511605984304639,239,Baylor,Big 12,63,"[14, 21, 7, 21]",0.048839401569536145,6.67816002170878,
284,322732116,2012,5,regular,2012-09-29T12:00:00.000Z,,False,False,35835,3652.0,Bright House Networks Stadium,2116,UCF,Conference USA,16,"[3, 7, 0, 6]",0.9723280700090638,142,Missouri,SEC,21,"[0, 7, 7, 7]",0.02767192999093615,6.01242854239323,
285,322730356,2012,5,regular,2012-09-29T12:00:00.000Z,,False,True,46734,3832.0,Memorial Stadium,356,Illinois,Big Ten,7,"[0, 0, 7, 0]",0.2521726411599035,213,Penn State,Big Ten,35,"[14, 7, 7, 7]",0.7478273588400965,2.27605314780405,
286,322730349,2012,5,regular,2012-09-29T12:00:00.000Z,,False,False,31006,3841.0,Blaik Field at Michie Stadium,349,Army,FBS Independents,3,"[0, 0, 3, 0]",0.8129134984303694,2619,Stony Brook,,23,"[7, 6, 7, 3]",0.18708650156963058,2.41506740949873,
287,322730077,2012,5,regular,2012-09-29T12:00:00.000Z,,False,True,33129,3911.0,Ryan Field,77,Northwestern,Big Ten,44,"[7, 13, 17, 7]",0.9556745359705338,84,Indiana,Big Ten,29,"[0, 0, 21, 8]",0.044325464029466244,3.16787675178746,
288,322730245,2012,5,regular,2012-09-29T12:21:00.000Z,,False,True,86442,3795.0,Kyle Field,245,Texas A&M,SEC,58,"[7, 20, 17, 14]",0.9910435074044733,8,Arkansas,SEC,10,"[10, 0, 0, 0]",0.008956492595526666,3.07393631483952,
289,322730154,2012,5,regular,2012-09-29T12:30:00.000Z,,False,True,28743,3630.0,BB&T Field,154,Wake Forest,ACC,27,"[7, 3, 10, 7]",0.5913674336983492,150,Duke,ACC,34,"[10, 3, 7, 14]",0.4086325663016508,7.63910203214525,
290,322730326,2012,5,regular,2012-09-29T14:00:00.000Z,,False,False,14210,3644.0,Jim Wacker Field at Bobcat Stadium,326,Texas State,Western Athletic,21,"[7, 14, 0, 0]",0.2274058334033825,2440,Nevada,Mountain West,34,"[7, 13, 14, 0]",0.7725941665966175,5.04839843134006,
291,322732006,2012,5,regular,2012-09-29T14:00:00.000Z,,False,True,8211,3768.0,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,49,"[14, 14, 7, 14]",0.9478304689958658,193,Miami (OH),Mid-American,56,"[13, 22, 10, 11]",0.05216953100413424,7.96724969701508,
292,322732005,2012,5,regular,2012-09-29T14:00:00.000Z,,False,True,38562,3713.0,Falcon Stadium,2005,Air Force,Mountain West,42,"[21, 14, 7, 0]",0.9922706091303894,36,Colorado State,Mountain West,21,"[0, 14, 7, 0]",0.007729390869610553,1.91805277008632,
293,322730005,2012,5,regular,2012-09-29T15:00:00.000Z,,False,True,13196,3803.0,Legion Field,5,UAB,Conference USA,42,"[14, 7, 7, 14]",0.5784592690046044,202,Tulsa,Conference USA,49,"[21, 14, 7, 7]",0.4215407309953956,7.37296871443513,
294,322732509,2012,5,regular,2012-09-29T15:15:00.000Z,,False,False,45481,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,51,"[14, 28, 3, 6]",0.6458220564437083,276,Marshall,Conference USA,41,"[7, 7, 14, 13]",0.35417794355629173,4.12891417997548,
295,322730061,2012,5,regular,2012-09-29T15:30:00.000Z,,False,True,92746,3917.0,Sanford Stadium,61,Georgia,SEC,51,"[21, 9, 21, 0]",0.7648825486620214,2633,Tennessee,SEC,44,"[10, 20, 7, 7]",0.23511745133797857,4.25882591865961,
296,322732655,2012,5,regular,2012-09-29T15:30:00.000Z,,False,False,18063,3493.0,Mercedes-Benz Superdome,2655,Tulane,Conference USA,10,"[0, 3, 0, 7]",,2433,Louisiana Monroe,Sun Belt,63,"[21, 14, 21, 7]",,,
297,322732132,2012,5,regular,2012-09-29T15:30:00.000Z,,True,False,46026,,,2132,Cincinnati,Big East,27,"[3, 3, 7, 14]",0.8022444605485403,259,Virginia Tech,ACC,24,"[0, 7, 0, 17]",0.19775553945145974,8.0202664425834,
298,322730103,2012,5,regular,2012-09-29T15:30:00.000Z,,False,True,40138,3615.0,Alumni Stadium,103,Boston College,ACC,31,"[7, 14, 7, 3]",0.41243489513813547,228,Clemson,ACC,45,"[10, 14, 14, 7]",0.5875651048618645,5.53267118521897,
299,322730127,2012,5,regular,2012-09-29T15:30:00.000Z,,False,True,76705,3936.0,Spartan Stadium,127,Michigan State,Big Ten,16,"[3, 0, 10, 3]",0.45107289155677577,194,Ohio State,Big Ten,17,"[7, 0, 10, 0]",0.5489271084432242,7.47521536557361,
300,322732426,2012,5,regular,2012-09-29T15:30:00.000Z,,False,False,32375,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,0,"[0, 0, 0, 0]",0.10738974686667042,23,San José State,Western Athletic,12,"[0, 3, 3, 6]",0.8926102531333295,4.39789988611236,
301,322730258,2012,5,regular,2012-09-29T15:30:00.000Z,,False,False,42027,3923.0,Scott Stadium,258,Virginia,ACC,38,"[14, 10, 0, 14]",0.8883290000400722,2348,Louisiana Tech,Western Athletic,44,"[10, 10, 21, 3]",0.1116709999599278,5.24175021492592,
302,322730113,2012,5,regular,2012-09-29T15:30:00.000Z,,False,True,8321,3738.0,Gillette Stadium,113,UMass,Mid-American,34,"[10, 7, 10, 7]",,195,Ohio,Mid-American,37,"[3, 17, 0, 17]",,,
303,322730006,2012,5,regular,2012-09-29T15:30:00.000Z,,False,True,23789,3797.0,Ladd Peebles Stadium,6,South Alabama,Sun Belt,10,"[7, 3, 0, 0]",0.12600038121087032,2653,Troy,Sun Belt,31,"[10, 14, 0, 7]",0.8739996187891297,4.28864144920093,
304,322730189,2012,5,regular,2012-09-29T15:30:00.000Z,,False,False,15338,3700.0,Doyt Perry Stadium,189,Bowling Green,Mid-American,48,"[13, 21, 7, 7]",0.9991595393875665,227,Rhode Island,,8,"[0, 8, 0, 0]",0.0008404606124334801,2.41369732725535,
305,322730242,2012,5,regular,2012-09-29T15:30:00.000Z,,True,True,32718,,,242,Rice,Conference USA,14,"[0, 0, 7, 7]",0.20791561005028464,248,Houston,Conference USA,35,"[7, 7, 14, 7]",0.7920843899497154,2.7946747299245,
306,322732459,2012,5,regular,2012-09-29T15:30:00.000Z,,False,True,16292,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,55,"[14, 10, 10, 21]",,2117,Central Michigan,Mid-American,24,"[7, 7, 10, 0]",,,
307,322730153,2012,5,regular,2012-09-29T15:30:00.000Z,,False,False,32000,3787.0,Kenan Memorial Stadium,153,North Carolina,ACC,66,"[28, 17, 14, 7]",0.9998575117310586,70,Idaho,Western Athletic,0,"[0, 0, 0, 0]",0.00014248826894136535,1.07664365769892,
